primaryTitle,startYear,genres,averageRating,numVotes
Na samote u lesa,1976,"Comedy,Drama,Family",7.7,1619
Nelken in Aspik,1976,Comedy,6.7,36
"Next Stop, Greenwich Village",1976,"Comedy,Drama",7.0,2528
Nickelodeon,1976,Comedy,6.2,2892
"No Deposit, No Return",1976,"Comedy,Family",6.4,1713
No toquen a la nena,1976,Comedy,6.6,59
Black and White in Color,1976,"Comedy,Drama,War",6.7,1829
Norman... Is That You?,1976,Comedy,5.7,450
Nosotros que fuimos tan felices,1976,Comedy,5.3,23
"Not Now, Comrade",1976,Comedy,4.9,227
La nueva cigarra,1977,Comedy,6.8,20
Scrambled Eggs,1976,Comedy,5.1,53
The Olsen Gang Sees Red,1976,"Comedy,Crime,Family",7.7,2500
The Seventh Company Has Been Found,1975,"Comedy,War",6.7,1902
Now We've Seen It All!,1976,Comedy,6.1,907
One of Our Dinosaurs Is Missing,1975,"Adventure,Comedy,Family",5.9,1982
The Opening of Misty Beethoven,1976,"Adult,Comedy,Romance",6.7,1421
The Probability Factor,1976,"Comedy,Crime",5.7,245
Tora-san's Heart of Gold,1976,Comedy,6.8,96
Tora-san's Sunrise and Sunset,1976,Comedy,7.0,126
The Other Bedroom,1976,"Comedy,Drama",6.0,85
Twentieth Century Oz,1976,"Comedy,Fantasy,Musical",5.7,221
Seven Beauties,1975,"Comedy,Drama,War",7.7,6639
Passi furtivi in una notte boia,1976,Comedy,5.7,23
Le pays bleu,1977,Comedy,6.1,64
Pepito piscina,1978,Comedy,3.4,113
Perdutamente tuo... mi firmo Macaluso Carmelo fu Giuseppe,1976,"Comedy,Drama",6.9,61
Girls at Arms 2,1976,Comedy,5.6,432
The Pink Panther Strikes Again,1976,"Comedy,Crime",7.1,32619
Fill 'er Up with Super,1976,"Comedy,Drama",6.6,407
El pobrecito Draculín,1977,"Comedy,Horror",3.0,28
Spider Football,1977,"Comedy,Drama",7.3,96
The Pom Pom Girls,1976,"Comedy,Romance",4.9,1287
The First Time,1976,"Comedy,Drama",5.5,148
André van Duin's fun film,1976,Comedy,7.6,34
My Sister in Law,1976,Comedy,5.6,488
The Prodigal Son,1976,Comedy,6.5,16
School Days,1976,Comedy,4.4,205
Queen Kong,1976,"Adventure,Comedy,Fantasy",3.3,706
Strange Occasion,1976,Comedy,6.2,532
A Slave of Love,1976,"Comedy,Drama,Romance",7.3,1837
The Best,1976,Comedy,4.8,107
Ragazzo di borgata,1976,"Comedy,Crime",7.5,19
Remo e Romolo (Storia di due figli di una lupa),1976,Comedy,4.8,61
Rene the Cane,1977,"Comedy,Crime,Drama",4.5,171
Revenge of the Cheerleaders,1976,"Comedy,Sport",4.5,1018
The Ritz,1976,"Comedy,Crime",6.8,2809
Rosemaries Tochter,1976,Comedy,4.8,21
Rush It,1978,Comedy,6.2,104
San Pasquale Baylonne protettore delle donne,1976,Comedy,6.6,53
Safari Express,1976,"Action,Adventure,Comedy",5.2,310
Satan's Brew,1976,"Comedy,Drama,Romance",6.7,2191
Schoolgirl Report 10: Every Girl Starts Sometime,1976,"Comedy,Drama,Romance",3.9,286
Fantozzi 2,1976,Comedy,7.7,4640
My Father's Private Secretary,1976,Comedy,5.1,291
The Seven-Per-Cent Solution,1976,"Adventure,Comedy,Crime",6.6,5300
Sexy... amor y fantasía,1977,Comedy,4.6,28
Señoritas de uniforme,1976,Comedy,4.4,12
The Shaggy D.A.,1976,"Comedy,Family,Fantasy",5.8,3501
Last Days of the Boss,1976,"Action,Comedy,Crime",6.8,288
Shout at the Devil,1976,"Action,Adventure,Comedy",6.1,3467
Side by Side,1975,"Comedy,Music",6.1,108
"Signore e signori, buonanotte",1976,Comedy,6.6,948
Silent Movie,1976,Comedy,6.7,18786
Silver Streak,1976,"Action,Comedy,Crime",6.9,22249
Smile Orange,1976,"Comedy,Drama",7.2,159
"To Dream, to Dream",1976,"Comedy,Drama",7.2,227
Special Delivery,1976,"Comedy,Crime",6.1,513
"Spogliamoci così, senza pudor...",1976,Comedy,4.7,213
Sporting Chance,1975,"Action,Adventure,Comedy",7.2,86
La sposina,1976,"Comedy,Romance",4.3,45
The Cop in Blue Jeans,1976,"Action,Comedy,Crime",6.0,854
Stay Hungry,1976,"Comedy,Drama",5.6,5175
Stroszek,1977,"Comedy,Drama",7.7,15636
The Student Body,1976,"Comedy,Drama,Sci-Fi",4.6,223
Summer of Secrets,1976,"Comedy,Mystery,Sci-Fi",5.2,58
Super Seal,1975,"Comedy,Family",6.5,18
The Supreme Kid,1976,Comedy,8.3,17
La surprise du chef,1976,Comedy,5.5,34
Summer,1976,"Comedy,Drama",7.7,799
Swashbuckler,1976,"Action,Adventure,Comedy",6.0,1938
Sweet Cakes,1976,"Adult,Comedy",6.5,63
On the Sideline,1976,"Comedy,Drama",6.6,112
Bedside Sailors,1976,"Adult,Comedy,Musical",4.5,115
Taxi Love - Servizio per signora,1976,Comedy,3.1,41
The Career of a Chambermaid,1976,Comedy,6.6,496
"Ti-mine, Bernie pis la gang...",1977,"Comedy,Drama",6.7,69
"Zärtlich, aber frech wie Oskar",1980,Comedy,4.0,89
Un toro da monta,1976,Comedy,5.2,45
Tryn-trava,1976,Comedy,6.7,44
Tunnel Vision,1976,Comedy,5.0,804
A Bargain for a Bargain,1977,Comedy,6.4,263
Up!,1976,"Comedy,Mystery,Thriller",5.8,3266
The Van,1977,Comedy,4.5,1076
The Widowhood of Karolina Zasler,1976,"Comedy,Drama",6.8,82
La ragazza dalla pelle di corallo,1976,"Comedy,Romance",4.6,24
Die Vertreibung aus dem Paradies,1977,"Adventure,Comedy,Drama",6.4,41
Vincent mit l'âne dans un pré (et s'en vint dans l'autre),1975,"Comedy,Drama",6.0,43
Violette & François,1977,"Comedy,Crime,Drama",6.2,361
The Andalusian Widow,1977,Comedy,4.5,48
A Whale of a Tale,1976,"Comedy,Drama,Family",5.5,133
Won Ton Ton: The Dog Who Saved Hollywood,1976,Comedy,4.8,779
Amore vuol dir gelosia,1975,Comedy,5.0,42
The Yum Yum Girls,1976,"Comedy,Drama",4.3,152
La zorrita en bikini,1976,Comedy,4.2,32
Montana Trap,1976,"Comedy,Western",4.5,173
91:an och generalernas fnatt,1977,Comedy,3.4,78
ABBA: The Movie,1977,"Comedy,Documentary,Music",6.4,3949
As of Tomorrow,1976,Comedy,5.1,92
Adela Has Not Had Supper Yet,1978,"Comedy,Crime,Fantasy",7.4,2060
Adolf and Marlene,1977,Comedy,6.2,74
The Adventures of Emperor Chien Lung,1977,"Comedy,History",7.3,67
Adventures of a Private Eye,1977,"Comedy,Crime",4.3,665
Agent 69 in the Sign of Scorpio,1977,"Adult,Comedy",5.4,436
Agent 69 Jensen in the Sign of Sagittarius,1978,"Adult,Comedy",4.8,391
Pretty Good for a Human,1977,"Comedy,Drama,History",6.6,200
Going for Broke,1977,"Comedy,Crime",6.4,429
L'altra metà del cielo,1977,Comedy,5.0,130
Amar Akbar Anthony,1977,"Action,Comedy,Drama",7.4,8413
Amerikai cigaretta,1978,"Comedy,Drama",6.9,30
Bad,1977,"Comedy,Crime,Horror",6.0,944
Animal,1977,"Action,Comedy,Romance",6.5,3304
Annie Hall,1977,"Comedy,Romance",8.0,281209
The Apolitical Man,1977,Comedy,5.2,44
The Apprentice Heel,1977,"Comedy,Crime",6.1,221
L'appuntamento,1977,Comedy,4.9,36
Are You Being Served?,1977,"Action,Adventure,Comedy",6.1,3087
Long Live Ghosts!,1977,"Comedy,Family,Fantasy",7.6,747
B... comme Béatrice,1978,"Comedy,Drama",4.7,27
Babyface,1977,"Adult,Comedy",6.1,431
Bad Georgia Road,1977,"Action,Comedy",4.9,133
The Bad News Bears in Breaking Training,1977,"Comedy,Family,Sport",5.6,3780
Bangkok Connection,1977,"Adult,Comedy",6.1,61
Barbara Broadcast,1977,"Adult,Comedy,Drama",6.4,672
Camouflage,1977,"Comedy,Drama",7.3,1812
One Can Say It Without Getting Angry,1978,Comedy,5.4,19
Berlinguer: I Love You,1977,"Comedy,Drama,Romance",6.7,1028
Between the Lines,1977,"Comedy,Drama,Romance",6.6,1465
Bezkresne laki,1977,Comedy,4.4,14
Beer Chase,1977,Comedy,6.4,139
Black Joy,1977,Comedy,6.3,257
Blood Relations,1977,"Comedy,Horror",5.1,29
We All Loved Each Other So Much,1974,"Comedy,Drama",8.0,7687
Caballo prieto afamado,1977,"Adventure,Comedy,Drama",8.9,15
Caligula's Hot Nights,1977,"Adult,Comedy",4.0,79
Can I Do It 'Till I Need Glasses?,1977,Comedy,4.2,518
Candleshoe,1977,"Adventure,Comedy,Drama",6.7,5085
Casa de citas,1978,Comedy,5.2,21
Beach House,1977,Comedy,6.2,838
Chaste and Pure,1981,Comedy,4.5,235
That Obscure Object of Desire,1977,"Comedy,Drama,Romance",7.8,25331
Chala Murari Hero Banne,1977,"Comedy,Musical,Romance",7.1,76
Chatterbox!,1977,"Comedy,Fantasy",5.0,847
Checkered Flag or Crash,1977,"Adventure,Comedy",4.6,270
Cheering Section,1977,Comedy,5.0,66
The Chicken Chronicles,1977,Comedy,5.2,391
The Choirboys,1977,"Comedy,Crime,Drama",5.6,1957
Bye Bye Monkey,1978,"Comedy,Drama,Fantasy",6.3,1410
Cinderella,1977,"Comedy,Musical",5.5,1001
El circo de Capulina,1978,"Adventure,Comedy,Family",5.1,39
Come Play with Me,1977,"Comedy,Musical",3.7,539
Comment se faire réformer,1978,Comedy,2.6,59
La compagna di banco,1977,Comedy,4.5,298
Confessions from a Holiday Camp,1977,Comedy,4.3,1122
La Coquito,1977,"Comedy,Music",7.3,30
Cracking Up,1977,Comedy,3.5,204
Cuentos de las sábanas blancas,1977,Comedy,4.2,63
Cugine mie,1978,Comedy,5.2,67
Un cura de locura,1979,Comedy,4.6,13
Follow the Star,1978,"Action,Comedy",5.5,76
De Cocula es el mariachi,1978,"Comedy,Drama,Music",7.6,8
Del amor y de la muerte,1977,Comedy,5.5,43
Desperate Living,1977,"Comedy,Crime,Fantasy",7.0,6017
Peppermint Soda,1977,"Comedy,Drama,Romance",7.0,1702
God Bless Each Corner of This House,1977,Comedy,5.5,18
Double Nickels,1977,"Action,Comedy,Crime",5.0,213
3 Sexy Girls in Tirol,1977,Comedy,4.1,245
Drôles de zèbres,1977,Comedy,3.3,58
Ecco noi per esempio...,1977,Comedy,5.5,606
A Very Moral Night,1977,"Comedy,Drama",6.9,310
Es pecado... pero me gusta,1977,Comedy,4.8,55
La escopeta nacional,1978,Comedy,7.3,2302
Estoy hecho un chaval,1977,Comedy,5.1,287
Money Crazy,1977,"Action,Comedy,Crime",5.7,179
The Golden Cauliflower Family Gets the Vote,1977,"Comedy,Family",5.2,329
Fantasm Comes Again,1977,Comedy,4.4,424
Feuer unter Deck,1979,"Comedy,Drama,Romance",5.9,50
The Son of the Sheik,1978,"Action,Comedy",5.2,120
Fire Sale,1977,Comedy,5.4,484
Flush,1982,Comedy,4.7,102
For the Love of Benji,1977,"Adventure,Comedy,Drama",5.9,1254
Frankenstein: Italian Style,1975,"Comedy,Horror",3.9,116
Freaky Friday,1976,"Comedy,Family,Fantasy",6.3,14421
Fun with Dick and Jane,1977,"Comedy,Crime",6.4,4969
Funny People,1976,Comedy,6.2,317
Game Show Models,1977,"Comedy,Drama",4.5,159
The Cat,1977,Comedy,6.8,631
Gefundenes Fressen,1977,"Comedy,Drama",6.2,95
Il ginecologo della mutua,1977,Comedy,4.5,214
The Goodbye Girl,1977,"Comedy,Drama,Romance",7.4,16516
Grand Theft Auto,1977,"Action,Comedy,Crime",5.4,3029
The Con Artists,1976,"Comedy,Crime",7.3,4667
Greased Lightning,1977,"Action,Biography,Comedy",6.4,2039
The Great Bank Hoax,1977,Comedy,5.1,283
The Great Texas Dynamite Chase,1976,"Action,Comedy,Crime",5.9,810
Daddy's War,1977,Comedy,5.8,261
Gui ma gu ye zi,1977,Comedy,5.0,9
Gulliver's Travels,1977,"Adventure,Animation,Comedy",5.4,667
Citizens Band,1977,"Comedy,Drama",6.4,933
The Happy Hooker Goes to Washington,1977,Comedy,3.5,692
Der Hauptdarsteller,1977,"Comedy,Drama",7.1,32
The Curious Case of the Campus Corpse,1977,"Comedy,Drama,Horror",5.5,199
Herbie Goes to Monte Carlo,1977,"Action,Adventure,Comedy",5.6,8296
Heroes,1977,"Comedy,Drama",6.0,2150
Hershele,1977,"Comedy,Musical",6.2,21
High Anxiety,1977,"Comedy,Mystery,Thriller",6.6,24278
High Rolling in a Hot Corvette,1977,"Adventure,Comedy,Crime",5.5,151
Hollywood High,1976,Comedy,3.7,529
The Man Who Loved Women,1977,"Comedy,Drama,Romance",7.4,7468
The Hound of the Baskervilles,1978,"Comedy,Crime,Horror",4.5,1378
House,1977,"Comedy,Horror",7.3,35471
Hum Kisise Kum Naheen,1977,"Action,Comedy,Drama",7.1,572
Häpy endkö? Eli kuinka Uuno Turhapuro sai niin kauniin ja rikkaan vaimon,1977,Comedy,5.8,904
Il... Belpaese,1977,"Comedy,Drama",6.0,275
The Accuser,1977,"Comedy,Drama",6.3,115
Inay,1977,"Comedy,Drama",8.2,9
Education of the Baroness,1977,"Adult,Comedy",6.4,297
Inkognito iz Peterburga,1978,"Comedy,Crime,History",6.4,314
Invasion of the Love Drones,1977,"Adult,Comedy,Sci-Fi",5.1,58
I Am Self Sufficient,1976,Comedy,6.3,1047
A Terrific Scent of Fresh Hay,1977,Comedy,7.1,39
It's Murder!,1977,"Comedy,Crime,Horror",5.3,309
Jabberwocky,1977,"Adventure,Comedy,Fantasy",6.1,16296
How to Wake a Princess,1978,"Adventure,Comedy,Family",7.0,691
Joseph Andrews,1977,"Adventure,Comedy,Drama",5.6,689
Joyride,1977,"Adventure,Comedy,Crime",5.7,514
Jubilee,1978,"Comedy,Crime,Drama",6.0,3768
Die Jugendstreiche des Knaben Karl,1977,"Comedy,History",5.6,48
Julie Gluepot,1977,Comedy,5.4,158
The Year of the Hare,1977,"Comedy,Drama",7.5,1440
The Kentucky Fried Movie,1977,Comedy,6.4,20693
Who's Singin' Over There?,1980,"Adventure,Comedy,Drama",8.7,16933
Lady Dracula,1977,"Comedy,Horror",3.9,174
The Last Remake of Beau Geste,1977,"Adventure,Comedy,War",6.0,2681
The Late Show,1977,"Comedy,Mystery,Thriller",6.9,3456
Boarding School,1978,Comedy,4.7,608
Butterfly Cloud,1977,Comedy,6.5,159
Marche pas sur mes lacets,1977,Comedy,3.9,99
Let's Get Laid,1978,Comedy,4.1,178
A Little Night Music,1977,"Comedy,Musical,Romance",5.4,928
Las locuras de Jane,1978,Comedy,5.0,6
Looking Up,1977,"Comedy,Drama",8.9,51
Das Lustschloß im Spessart,1978,"Adventure,Comedy,Fantasy",3.9,61
Perfumed Nightmare,1977,"Comedy,Drama",6.9,935
Madame Claude,1977,"Comedy,Drama",4.8,710
Madame Rosa,1977,"Comedy,Drama",7.1,1794
The Magic Hat,1977,"Comedy,Family,Musical",6.3,10
Magnificent Wanderers,1977,"Action,Adventure,Comedy",5.4,145
The Many Adventures of Winnie the Pooh,1977,"Animation,Comedy,Family",7.5,40501
A Butterfly in the Night,1976,"Comedy,Drama",5.5,55
Il marito in collegio,1977,"Comedy,Romance",6.2,79
"Meanwhile, Back at the Ranch",1976,"Comedy,Western",7.3,44
"Messalina, Messalina",1977,"Adventure,Comedy",4.0,321
Mimino,1977,"Comedy,Drama",8.1,7078
Modrá planeta,1977,"Comedy,Fantasy",6.9,18
Wifemistress,1977,"Comedy,Drama,Romance",6.8,641
Stop Calling Me Baby!,1977,"Comedy,Drama,Romance",5.1,216
The Monkey Hu$tle,1976,"Comedy,Crime,Drama",5.2,501
Monsieur Papa,1977,Comedy,5.5,74
Moods of Love,1977,"Comedy,Romance",6.6,58
Moonshine County Express,1977,"Action,Comedy,Crime",5.8,506
Il mostro,1977,"Comedy,Mystery,Thriller",6.5,327
Mr. Billion,1977,"Action,Comedy,Family",5.4,1453
Superwoman,1979,"Adult,Comedy,Sci-Fi",5.5,119
The Naked Man in the Stadium,1974,"Comedy,Drama",6.8,114
Nanook Taxi,1977,"Comedy,Drama",8.3,17
Nasty Habits,1977,Comedy,6.0,417
Niñas... al salón,1977,Comedy,5.0,33
You ni mei ni,1980,Comedy,3.6,8
"Pardon Mon Affaire, Too!",1977,Comedy,6.8,1400
At Night All Cats Are Crazy,1977,"Comedy,Drama,Fantasy",5.4,49
No. 1 of the Secret Service,1977,"Action,Comedy",4.5,262
"Oh, God!",1977,"Comedy,Fantasy",6.6,10858
The Marginal Ones,1978,"Comedy,Drama",7.8,83
The Olsen Gang Outta Sight,1977,"Comedy,Crime,Family",6.7,1780
L'orgia,1978,Comedy,5.5,103
Otoko wa tsurai yo: Torajiro gambare!,1977,Comedy,6.6,94
Tora-san Meets His Lordship,1977,Comedy,6.8,116
"Ottokar, the World Reformer",1977,Comedy,7.4,33
Outlaw Blues,1977,"Action,Comedy,Drama",6.0,508
Outrageous!,1977,"Comedy,Drama",6.9,1042
Rulers of the City,1976,"Comedy,Crime,Thriller",6.0,1168
"Mind Your Back, Professor",1977,"Comedy,Crime",4.3,72
Death Steps in the Dark,1977,"Comedy,Horror,Mystery",5.6,382
El patrullero 777,1978,"Action,Comedy,Crime",6.4,634
Pelvis,1977,"Comedy,Music",4.6,101
Per amore di Poppea,1977,Comedy,5.1,69
Pete's Dragon,1977,"Adventure,Animation,Comedy",6.3,26974
The Smoking Fish,1977,"Comedy,Drama",7.0,238
The Picture Show Man,1977,"Comedy,Drama",6.7,283
A Piece of the Action,1977,"Comedy,Crime",6.4,1502
Knock-Out Cop,1978,"Action,Comedy,Crime",6.2,3882
Girls at Sea,1977,"Comedy,Family",5.6,373
Po semeynym obstoyatelstvam,1978,"Comedy,Drama",7.6,1100
The Prodigious Life of Father Vincent,1978,Comedy,5.4,46
Foul Play,1976,"Action,Comedy,Crime",6.7,271
Préstamela esta noche,1978,"Comedy,Musical",5.2,14
From Riches to Rags,1980,"Action,Adventure,Comedy",5.3,155
Coming Attractions,1978,Comedy,4.6,628
Que te vaya bonito,1978,"Comedy,Drama,Musical",4.9,9
La rabatteuse,1978,"Adult,Comedy",6.0,158
"Race for Your Life, Charlie Brown",1977,"Adventure,Animation,Comedy",7.2,4010
Raggedy Ann & Andy: A Musical Adventure,1976,"Adventure,Animation,Comedy",6.7,1134
Record City,1977,Comedy,4.7,302
El rediezcubrimiento de México,1979,"Adventure,Comedy,Drama",5.5,33
The Carrot Queen,1977,Comedy,4.6,36
The Rescuers,1977,"Adventure,Animation,Comedy",6.9,71296
Mr. Robinson,1976,"Adventure,Comedy,Romance",6.6,1595
Le roi des bricoleurs,1977,Comedy,4.7,68
Réquiem por un empleado,1978,Comedy,5.1,20
Samad in the Way of Dragon,1977,Comedy,6.8,331
The 36 Crazy Fists,1977,"Action,Comedy",5.0,754
Satan's Cheerleaders,1977,"Comedy,Crime,Horror",4.1,1332
A Snowman in Africa,1977,"Comedy,Fantasy",6.3,29
Naughty Freshmen,1977,"Comedy,Drama,Romance",3.8,250
The Seventh Company Outdoors,1977,Comedy,6.2,1635
Bye-bye Bavaria!,1978,Comedy,7.1,63
Meeting in July,1978,"Comedy,Drama,Romance",6.7,159
The Chess Players,1977,"Comedy,Drama,History",7.5,4151
Silver Bears,1977,"Comedy,Crime",6.0,1539
Slap Shot,1977,"Comedy,Drama,Sport",7.2,42541
Slumber Party '57,1976,"Comedy,Drama",4.1,226
Office Romance,1977,"Comedy,Drama,Romance",8.2,10672
Funny People,1978,Comedy,7.0,93
Smokey and the Bandit,1977,"Action,Adventure,Comedy",7.0,58540
The female soldier at the military visit,1977,Comedy,4.8,299
Squadra antifurto,1976,"Action,Comedy",6.3,450
The Swindle,1977,"Action,Comedy,Crime",6.3,473
"Hang on, Doggy!",1977,"Comedy,Family",7.8,614
Staatsoperette,1977,"Comedy,Musical",5.2,24
"Stand Up, Virgin Soldiers",1977,"Comedy,War",4.7,215
The Stick Up,1977,"Comedy,Crime,Romance",5.7,56
Stormtroopers,1976,"Comedy,War",5.3,276
Mag Wheels,1978,"Action,Comedy",4.3,298
¡Susana quiere perder... eso!,1977,Comedy,5.4,20
Sweet Revenge,1976,"Comedy,Crime,Drama",5.6,374
The Joy of Flying,1977,Comedy,4.4,237
Taxi Girl,1977,Comedy,5.1,387
Teenage Graffiti,1977,Comedy,5.8,34
Dear Inspector,1977,"Action,Comedy,Crime",6.7,1174
Tentacles,1977,"Action,Adventure,Comedy",3.7,4635
That's Carry On!,1977,Comedy,5.3,629
Thieves,1977,"Comedy,Drama,Romance",4.6,189
Thunder and Lightning,1977,"Action,Adventure,Comedy",5.2,563
Tigres de papel,1977,"Comedy,Drama",5.5,107
To See Such Fun,1977,"Comedy,Documentary",7.3,55
Three Tigers Against Three Tigers,1977,Comedy,5.5,352
Tutti defunti... tranne i morti,1977,"Comedy,Horror,Thriller",5.7,445
In a Wild Moment,1977,"Comedy,Drama,Romance",6.4,713
A Sea Urchin in the Pocket,1977,Comedy,4.9,25
Pardon Mon Affaire,1976,"Comedy,Romance",7.0,2544
"Va voir maman, papa travaille",1978,Comedy,5.8,101
"The Virgo, the Taurus and the Capricorn",1977,Comedy,5.3,356
Rain and Shine,1977,Comedy,7.3,332
The Hiding Place,1978,"Comedy,Drama,Romance",6.9,67
The Last Lumbercamp,1977,"Comedy,Drama",6.2,162
Viva/muera Don Juan Tenorio,1977,"Adventure,Comedy",3.3,16
Train in the Snow,1976,"Adventure,Comedy,Drama",7.9,1308
Von Buttiglione Sturmtruppenführer,1977,"Comedy,War",4.2,47
Vote for Gundisalvo,1978,Comedy,5.3,36
You Won't Have Alsace-Lorraine,1977,Comedy,5.1,519
What's Up Nurse!,1977,Comedy,4.3,178
Which Way Is Up?,1977,Comedy,6.2,2045
Who Has Seen the Wind,1977,"Comedy,Drama",6.5,161
Why Shoot the Teacher?,1977,"Comedy,Drama",7.0,492
Wombling Free,1977,"Comedy,Family,Musical",4.9,242
The World's Greatest Lover,1977,Comedy,5.7,2259
The Yellow Handkerchief,1977,"Comedy,Drama",7.3,1331
Zhenitba,1978,Comedy,7.3,237
El último guateque,1978,"Comedy,Drama",4.7,17
Three Shaolin Musketeers,1978,"Action,Comedy",6.0,15
The ABC of Love and Sex: Australia Style,1978,"Comedy,Documentary,Romance",5.1,194
Die Abfahrer,1978,Comedy,6.6,185
Adventures of a Plumber's Mate,1978,"Comedy,Crime",4.2,738
The Finzi Detective Agency,1979,"Comedy,Crime",6.3,224
Almost Summer,1978,Comedy,5.7,363
The Pocket Lover,1978,Comedy,5.7,206
Amor libre,1979,"Comedy,Romance",6.8,121
L'anello matrimoniale,1979,Comedy,4.5,50
Anton the Magician,1978,"Comedy,Drama,Romance",6.6,65
Las apariencias engañan,1983,Comedy,6.5,46
Auditions,1978,"Comedy,Drama",4.5,160
To Be Twenty,1978,"Comedy,Crime,Drama",5.8,1275
The Bad News Bears Go to Japan,1978,"Comedy,Family,Sport",3.7,3333
Bájecní muzi s klikou,1979,"Comedy,Drama,History",6.7,304
Lucky Luke: Ballad of the Daltons,1978,"Animation,Comedy,Family",6.9,2252
The Barking Dog,1978,Comedy,5.8,10
Les bidasses au pensionnat,1978,Comedy,3.6,79
The Big Fix,1978,"Comedy,Mystery,Thriller",6.4,2443
The Billion Dollar Hobo,1977,"Comedy,Family",4.5,391
Billy Turf het dikste studentje ter wereld,1978,"Comedy,Family",6.2,56
Los bingueros,1979,Comedy,5.4,654
Blind Rage,1976,"Action,Comedy,Crime",4.6,420
Blood Sucking Freaks,1976,"Comedy,Horror",4.7,6406
Le braghe del padrone,1978,Comedy,5.7,54
The Brink's Job,1978,"Comedy,Crime,Drama",6.5,3614
French Fried Vacation,1978,"Comedy,Romance",6.7,7913
La Cage aux Folles,1978,Comedy,7.2,12156
California Suite,1978,"Comedy,Drama,Romance",6.2,8490
Camping,1978,Comedy,7.3,88
Candy Stripers,1978,"Adult,Comedy",5.9,274
The Escape,1978,"Adventure,Comedy,Crime",6.4,1453
Carry on Emmannuelle,1978,"Comedy,Romance",3.2,2167
The Cat and the Canary,1978,"Comedy,Horror,Mystery",5.6,1757
The Cat from Outer Space,1978,"Comedy,Family,Sci-Fi",6.0,6271
Practice Makes Perfect,1979,Comedy,6.2,437
Ces flics étranges venus d'ailleurs,1979,Comedy,2.4,26
Charleston,1977,Comedy,5.6,1121
Chaussette surprise,1978,Comedy,4.4,76
The Cheap Detective,1978,"Comedy,Crime,Mystery",6.4,5991
Cher Victor,1975,"Comedy,Drama",6.4,84
Ciocolata cu alune,1979,Comedy,6.2,48
The Class of Miss MacMichael,1978,"Comedy,Drama",5.3,483
What Will You Do When You Catch Me?,1978,Comedy,7.6,1985
Coach,1978,"Comedy,Sport",4.7,673
How to Lose a Wife and Find a Lover,1978,Comedy,5.0,268
Heart to Heart,1979,"Comedy,Drama",6.6,149
Consultorio sexológico,1980,"Adult,Comedy",4.9,16
Convention Girls,1978,"Comedy,Drama",5.6,14
Corvette Summer,1978,"Adventure,Comedy",5.7,4016
Crossed Swords,1977,"Adventure,Comedy,Drama",6.2,2190
Forty Years Without Sex,1979,Comedy,4.2,38
Cuentos inmorales,1978,Comedy,7.1,78
D.F./Distrito Federal,1981,"Comedy,Drama",5.7,56
Dancing Kung Fu,1978,"Action,Comedy",6.4,85
Dante - Akta're för hajen!,1978,"Comedy,Crime,Drama",5.0,44
Debbie Does Dallas,1978,"Adult,Comedy",5.8,3064
It Rained All Night the Day I Left,1980,"Comedy,Crime",4.1,154
Dona Flor and Her Two Husbands,1976,"Comedy,Fantasy,Romance",6.9,3488
Donde hay patrón...,1978,"Comedy,Musical",4.9,41
Where Are You Going on Holiday?,1978,Comedy,6.3,602
Dr. Love and His Strange House of Perversion,1977,"Adult,Comedy",4.5,11
Two Pieces of Bread,1979,"Comedy,Drama",6.4,72
Ecce bombo,1978,"Comedy,Drama",7.0,2540
The End,1978,"Comedy,Drama",6.1,4487
Erotic Adventures of Candy,1978,"Adult,Comedy",5.4,280
